transcription_unit_name operon_name promoter_name
yobF-cspC yobFp2
ptrB ptrBp
pykA pykAp1
pykA pykAp2
aspS aspSp1
insAB-5A-5B-5 insA-5p
dcyD-tcyLN dcyDp
isrC-flu flup1
isrC-flu flup2
sbmC sbmCp1
sbmC sbmCp2
yeeED yeeEp
galF galF galFp
yegH yegH yegHp
gatYZABCD gatZp
yegTUV yegTp
thiMD thiMp
metG metGp
preTA preTA preTp
mepS mepSp
yfaY yfaYp
yfcZ yfcZp
mlaA mlaA mlaAp
glk glkp1
ligA-ypeB ligAp
cysK cysKp2
pdxK pdxK pdxKp1
ucpA ucpAp1
ucpA ucpAp2
talA-tktB talAp
bepA-yfgD bepAp2
yfgM yfgMp1
yfgM yfgMp2
yfgM yfgMp3
yfhM-pbpC yfhMp
sseA sseA sseAp
ffh ffhp
ygaM ygaMp
csrA csrAp3
nlpD-rpoS rpoSp1
nlpD-rpoS rpoSp2
nlpD-rpoS rpoSp3
nlpD-rpoS rpoSp4
pyrG-eno enop6
pyrG-eno pyrGp
rlmD rlmDp
queF queFp
ygeV ygeV ygeVp
sdhE-ygfX cptBp
ygfZ ygfZ ygfZp
mscS mscSp
tktA tktAp1
gss gssp
yghU yghU yghUp
yghB yghBp
yqhD-dkgA dkgAp
sroG-ribB sroG-ribB ribBp
ebgR ebgRp
ygjR ygjRp
sstT sstTp
yhbTS yhbTp1
yhbTS yhbTp2
yhbY yhbY yhbYp
arcB arcB arcBp
yhcB yhcBp
degQS degQp1
mscL mscLp
rpsMKD-rpoA-rplQ rpsMp1
yheO-tusDCB yheOp1
yheO-tusDCB yheOp2
prkB prkBp
tsgA tsgAp
mrcA mrcA mrcAp
rlmJ rlmJp
yiaF yiaF yiaFp
avtA avtAp
yibF yibFp
gpmM-envC-yibQ gpmMp
dfp dfp dfpp
yicH yicHp
asnC-mioC-mnmG-rsmG mioCp
ravA-viaA ravAp
kup kupp1
kup kupp2
kup kupp3
ppiC ppiCp
yigI yigIp
fre frep1
fre frep2
pepQ-yigZ-trkH-hemG pepQp
yihD yihDp
yihXY-dtd-yiiD yihXp
tpiA tpiAp2
menA-rraA menAp1
yjbB yjbBp
dgkA dgkAp
qorA qorp
dnaB dnaBp
alr alrp1
alr alrp2
yjbQR yjbQp
dsbD-yjdC yjdCp
groSL groLp1
groSL groLp2
groSL groLp3
yjeI yjeIp
epmA epmAp
rpsF-priB-rpsR-rplI rpsF-priB-rpsR-rplI rpsFp
ytfB ytfB ytfBp
cycA cycAp
ppA ppa ppap
pmbA pmbAp
ridA ridAp
yjgD rraB rraBp2
holD-rimI-yjjG holDp
yjjQ-bglJ yjjQ-bglJ yjjQp
yjjP yjjP yjjPp
secG-leuU secG-leuU secGp1
secG-leuU secG-leuU secGp2
leuO leuO leuOp
cspE cspE cspEp2
cspE cspE cspEp1
argO argOp
ykgMO ykgMp
yoaE yoaE yoaEp
talB talB talBp
yabI yabIp
mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC lpxCp2
acnB acnBp2
yacL yacLp
mrcB mrcBp
rpsB-tsf tff-rpsB-tsf rpsBp
ispU uppS ispUp1
uppS ispUp2
gmhB gmhBp
yafV yafV yafVp
ykfA-yafZ yafZp
ecpBCDE matCp1
ecpBCDE matCp2
yahO yahO yahOp
ampH ampH ampHp1
ampH ampHp2
iraP iraPp2
proC proC proCp
ppnP yaiEp
brnQ-proY brnQp
yajQ yajQ yajQp
yajR yajRp
tig tigp1
tig tigp3
tesB tesB tesBp
ylaC ylaCp
acrAB acrBp
mscK kefAp
ybaL ybaLp
gcl-hyi-glxR-ybbW-allB-ybbY-glxK ybbYp
folD-ybcJ folDp
entCEBAH ybdBp
uspG uspG uspGp
rna rnap
lipA lipAp
rsfS-rlmH-mrdAB-rlpA rsfAp
ybeL ybeL ybeLp
nadA-pnuC nadAp
ybhQ ybhQ ybhQp
iaaA-gsiABCD iaaAp
rimO rimO rimOp
gstB gstB gstBp
citCDEFXG citCDEFXG citCp1
marC marC marCp
ydhYVWXUT ydhYVWXUT ydhYp
artPIQM artPIQM artPp1
artPIQM artPIQM artPp2
artPIQM artPIQM artPp3
ybgA-phr ybgA-phr ybgAp2
gpt gpt gptp
frsA frsA frsAp
dksA-yadB sfsA-dksA-gluQ dksAp2
panBC panBC panBp
ecnB ecnAB ecnBp
creD creABCD creDp
tolC-ygiBC tolC-ygiBC tolCp4
nemRA nemRA-gloA nemRp
nemRA-gloA nemRA-gloA nemRp
decR decRp
yliM-ompX yliM-ompX yliMp
cyaR cyaR cyaRp
coaA coaA coaAp
ssrS-ygfA ssrS-fau ssrSp1
ssrS ssrS-fau ssrSp1
ssrS-ygfA ssrS-fau ssrSp2
ssrS ssrS-fau ssrSp2
nadE nadEp
lsrRK lsrRK lsrRp
pstB-phoU pstSCAB-phoU pstBp
yicC yicCp
dinD dinDp
yebG yebGp
dinI dinIp
hokE hokE hokEp
ybfE ybfE ybfEp
cho cho chop
ydiV ydiVp
gadEF-mdtEF mdtEp1
mdtEF gadEF-mdtEF mdtEp2
mdtEF gadEF-mdtEF mdtEp3
cmr mdfA cmrp2
tolC-ygiBC tolC-ygiBC tolCp1
tolC-ygiBC tolC-ygiBC tolCp2
tolC-ygiBC tolC-ygiBC tolCp3
murR murRp
murQP murQP-yfeW murQp1
murQP murQP-yfeW murQp2
sibA sibAp
sibD sibDp
sibE sibE sibEp
sibC sibC sibCp
sibB sibBp
ycdT dgcT ycdTp
folE-yeiB folEp
gadW gadAXW gadWp1
gadW gadAXW gadWp2
yqaE-kbp yqaEp
yqaE-kbp yqaE-kbp yqaEp
luxS luxS luxSp2
yefM-yoeB yefMp
uvrB uvrB uvrBp1
yegRZ yegRZ yegRp
yojI yojIp
gmk gmkp
rpoZ-spoT-trmH-recG rpoZ-spoT-trmH-recG rpoZp
yifL-dapF-yigA-xerC-yigB yifLp
gadE gadEF-mdtEF gadEp3
dinJ-yafQ dinJp
puuAP puuA-ymjE-puuP puuAp
fadR fadR fadRp
yjeV yjeV yjeVp
queG queG queGp
ogt abgABT-ogt ogtp
pldA pldAp
pepA pepAp1
pepA pepA pepAp2
dinB-yafNOP dinB-yafNOP dinBp
hicAB hicAp
rnd rnd rndp
tsaE-amiB-mutL-miaA-hfq-hflXKC nnr-tsaE-amiB-mutL-miaA-hfq-hflXKC tsaEp
dsbG dsbGp
ahpCF ahpCF ahpCp2
blr blrp
yrbN-deaD yrbN-deaD yrbNp
mqsRA mqsRp
pepA pepA pepAp3
ppdD-hofBC ppdDp
hofMNOP hofMp
gadE-mdtEF gadEF-mdtEF gadEp4
ydeJ ydeJ ydeJp
ybdN ybdNp
rfaYZ rirA-waaQGPSBOJYZU waaYp
mdh mdh mdhp2
uxaCA uxaCA uxaCp1
exuT exuT exuTp1
citCDEFXG citCDEFXG citCp2
dpiBA dpiBA dpiBp
dpiBA dpiBA dpiBp2
chiP-ybfN chiPQ chiPp
yddG yddGp
yjjZ yjjZ yjjZp
mepH mepHp
bdcA bdcAp
rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM rfep
yeaE yeaEp
mhpT mhpTp
dkgB dkgBp
grxD grxD grxD
pgpC-tadA pgpCp
yjcC pdeC yjcCp
iraD ytiCD-idlP-iraD iraDp1
azuC azuC azuCp
ykgR ykgR ykgRp
yobF-cspC yobF-cspC yobFp1
rraB rraB rraBp1
glmY glmY glmYp2
yahE yahDEFG yahEp
yaaU yaaUp
nikABCDER nikABCDER nikAp2
emrD emrDp
yhjC yhjCp
ygfK-ssnA ygfKp
radD yejHp
htpG htpG htpGp3
flhDC flhDC flhDp2
actP acs-yjcH-actP actPp
rhaD rhaBAD rhaDp
mqsRA mqsRp2
xdhABC xdhAp2
acrD acrD acrDp2
greA greA greAp1
ftnA ftnAp
dsrA dsrA dsrAp
fnrS fnrS fnrSp
mgrR mgrR mgrRp
mgtS mgtSp
eptB eptBp
selAB selAB selAp
ydjA-selD-topB ydjA-selD-topB ydjAp
selD-topB ydjA-selD-topB selDp2
selC selCp
ynjH ynjH ynjHp2
crfC-yjcZ yjdAp2
yjdA-yjcZ crfC-yjcZ yjdAp1
oxyS oxyS oxySp
ykfBF-yafX-ykfGH-yafW-ykfI yafY-ykfBF-yafX-ykfGH-yafW-ykfI ykfBp1
ykfBF-yafX-ykfGH-yafW-ykfI yafY-ykfBF-yafX-ykfGH-yafW-ykfI ykfBp2
hemL hemL hemLp1
hemL hemL hemLp2
ttdABT ttdABT ttdAp
ttdR ttdR ttdRp
rnlAB rnlAB rnlAp2
rnlB rnlAB rnlBp2
ycgZ-ymgA-ariR-ymgC ycgZ-ymgA-ariR-ymgC ycgZp
casABCDE12 casAp
yihI yihIp
pfkA pfkA pfkAp1
pgk epd-pgk-fbaA pgkp2
pgk-fbaA epd-pgk-fbaA pgkp2
pgk epd-pgk-fbaA pgkp3
pgk-fbaA epd-pgk-fbaA pgkp3
gpmA gpmA gpmAp2
eno pyrG-eno enop4
eno pyrG-eno enop7
pykF pykF pykFp3
glnD map-glnD-dapD glnDp
yfgF pdeF yfgFp
yqhD-dkgA yqhD-dkgA yqhDp
fhuF fhuF fhuFp2
rcsDB rcsDB rcsDp
rcsB rcsDB rcsBp1
rcsB rcsDB rcsBp2
fadH fadHp
yciE yciGFE yciEp
yciCB yciCp
pcnB-folk pcnB-folK pcnBp4
rplU-rpmA rplU-rpmA-yhbE-obgE rplUp
rplU-rpmA-yhbE-obgE rplU-rpmA-yhbE-obgE rplUp
ibaG-murA ibaGp2
mlrA mlrAp
luxS luxS luxSp1
glgBXCAP glgBXCAP glgBp
glgAP glgBXCAP glgAp
yqjH nfeF yqjHp
pstCAB-phoU pstSCAB-phoU pstCp
pstB-phoU pstSCAB-phoU pstBp1
phoU pstSCAB-phoU phoUp
uxaB uxaB uxaBp
intS intS intSp
yhiM yhiM yhiMp
hdfR hdfR hdfRp
iraM iraM iraMp2
ade adeD adep
tufA rpsLG-fusA-tufA tufAp2
mhpR-lacI mhpR-lacI mhpRp1
kdsC-lptCAB yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr kdsCp2
kdsC-lptCAB yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr kdsCp3
lptAB yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr lptAp2
yjbEFGH yjbEFGH yjbEp2
grxB grxBp
yccT yccT yccTp
arrS arrS arrSp
nadC nadCp
ampDE ampDE ampD
panD panD panDp
yaeP-rof yaePp
yaeQ-arfB-nlpE yaeQp
yaiZ yaiZ yaiZp
ybaQ ybaQ ybaQp
qmcA-ybbJ qmcAp
fetAB ybbLp
mntR-ybiR mntRp
ybiT ybiT ybiTp
yccFS yccFp
helD helD helDp
ycfQ comR comRp
ycfR bhsA bhsAp
ydbK ydbK-ompN ydbKp
ydbK-ompN ydbK-ompN ydbKp
ydbJ ydbJ ydbJp
ydcI ydcI ydcIp
ynfT-ydfK ydfKp
ynfM ynfMp
ynjF ynjF ynjFp
yeaP dgcP yeaPp
dusC dusCp
yohJK yohJp
yeiW yeiWp
yeiP yeiPp
narQ narQp
ypfM ypfMp
yfgG yfgGp
rppH-ptsP rppHp
zupT zupT zupTp
yraR yraRp
aaeXAB aaeXp
aaeR aaeR aaeRp
bioH bioH bioHp
yjcB yjcB yjcBp
ghxP yjcDp
plsB plsB plsBp2
dgkA dgkA dgkAp1
cbpAM cbpAM cbpAp2
cra fruRp8
yagK yagKp6
ecpA matBp5
ecpR matAp1
rclABC rclABC ykgCp1
fadM fadMp1
ybiI ybiIp6
mcbA mcbAp5
ycdZ ycdZp4
bhsA bhsAp9
phoPQ phoQp5
ycjY-ymjDC-mpaA ycjYp6
ycjY-ymjDC-mpaA ycjY-ymjDC-mpaA ycjYp6
ydbK-ompN ydbK-ompN ydbKp4
ydeNM ydeNp
ydeI ydeIp5
ydfABC ydfAp8
add addp6
msrB msrBp6
yoaC yoaCp1
argS argSp
sdiA sdiAp2
sdiA sdiA sdiAp1b
yedX yedXp
alaA alaA-yfbR alaAp9
alaA-yfbR yfbRp3
pssA pssAp
yqaE-kbp kbpp4
ygeH ygeHp10
arfA arfAp3
ryhB ryhB yhhXp5
tatABC tatABCD tatAp1
tatABC tatABCD tatAp1
yihV-csqR yihVp1
adiC adiCp7
yjhBC yjhBp2
lgoR lgoRp4
slt sltp7
puuDRCBE puuCp
treF treF treFp
yciT yciZT yciTp
yffO-yffP yffOP yffOp
araFGH araFGH araFp2
ppk-ppx ppk-ppx ppkp
appY appY appYp2
gpmM-envC-yibQ gpmM-envC-yibQ gpmMp2
csrA csrA csrAp1
csrA csrA csrAp2
csrA csrA csrAp4
csrA csrA csrAp5
thiI thiI thiIp
mntP mntPp
rybA-mntS rybA-mntS rybAp
higBA higBp
azoR azoR azoRp
ddpXABCDF ddpXABCDF ddpXp2
ddpXABCDF ddpXABCDF ddpXp3
sdiA sdiA sdiAp1
sdiA sdiA sdiAp3
sdiA sdiA sdiAp4
metH metH metHp2
pka yfiP-patZ pkap
shiA shiA shiAp
isrA mcaS mcaSp
leuO leuO leuOp1
leuO leuO leuOp2
leuLABCD leuLABCD leuLp2
asnC-mioC-mnmG-rsmG mnmGp
fumC fumAC fumCp1
gapA gapA-yeaD gapAp6
gapA gapA-yeaD gapAp7
rmf rmf rmfp
lolA-rarA lolAp
esrE esrE esrEp
yjiY btsT yjiYp
ypjB ypjBp
yhjX yhjX yhjXp
cspI cspIp2
ibaG-murA ibaG-murA ibaGp
dksA-gluQ sfsA-dksA-gluQ dksAp3
bluF bluF bluFp
ssrA ssrA ssrAp
yfeCD yfeCD yfeCp
acrZ acrZp
dicC-ydfXW dicCp
frr frr frrp
leuE leuE leuEp
agrA agrA agrAp
agrB agrB agrBp
cbpA-cbpM cbpAM cbpAp6
cbpA-cbpM cbpAM cbpAp4
ygfB-pepP-ubiHI ygfBp
fabHDG yceD-rpmF-plsX-fabHDG-acpP-fabF fabHp
ydcSTUV-patD ydcSTUV-patD ydcSp1
ghoST ghoST ghoSp
feaR feaR feaRp1
feaR feaR feaRp2
feaR feaR feaRp3
feaB feaB feaBp1
feaB feaB feaBp2
tynA tynA tynAp1
ssnA ygfK-ssnA ssnAp
gcvR gcvR gcvRp2
degQ degQS degQp
degS degQS degSp
yidL yidL yidLp
ynjI ynjIp
ynbABCD ynbAp
ykiA ykiAp
ygiZ ygiZ ygiZp
yqhG yqhGp
yecT yecTp
sfsB sfsBp
bglG bglGFB bglGp2
yejG yejGp
yejG yejG yejGp2
mepS mepS mepSp2
dcuA aspA-dcuA dcuAp2
aroL-yaiA-aroM aroL-yaiA-aroM aroLp2
serC serC-aroA serCp2
ralA ralA ralAp
lapAB lapAB-pyrF-yciH lapAp2
pgpB pgpBp
micL micL micLp
yfbU-hxpA yfbUp
grcA grcA grcAp2
galK galETKM galKp
relA relA-mazEFG relAp3
relA relA-mazEFG relAp4
yciW yciWp
pflA pflA pflAp
sutR sutRp
yccR sxy sxyp
plsX-fabHDG yceD-rpmF-plsX-fabHDG-acpP-fabF plsXp
yeaM nimR nimRp
nimT nimTp
mrp mrpp
metG metG metGp2
yibN-grxC-secB-gpsA secBp
yibN-grxC-secB-gpsA yibN-grxC-secB-gpsA yibNp
lysO lysOp
ascB ascFB ascBp
ybhL ybhLp
yfiR-dgcN-yfiB yfiRp
ymiA-yciX ymiAp
gfcA gfcAp
bcsEFG bcsEp2
yhjR yhjR yhjRp
panD panD panDp2
accA accA accAp2
accBC accBC accBp2
fabI fabI fabIp
yajG yajG-ampG yajGp
yajG-ampG yajG-ampG yajGp
rplY rplVp
bsmA bsmAp
tcyP tcyP tcyPp
sokB sokBp
exuR exuR exuRp2
cecR-ybhGFSR cecRp
lgt-thyA lgt-thyA lgtp
lgt lgt-thyA lgtp
thyA lgt-thyA thyAp
sdsN sdsN sdsNp2
sdiA sdiA sdiAp2b
sdsN sdsN sdsNp
rpoE-rseABC rseD-rpoE-rseABC rpoEp1b
rpoE-rseABC rseD-rpoE-rseABC rpoEp2b
rpoE-rseABC rseD-rpoE-rseABC rpoEp4
rpoE-rseABC rseD-rpoE-rseABC rpoEp5
mlaFEDCB mlaFEDCB mlaFp1
recQ recQp
mlaFEDCB mlaFEDCB mlaFp3
alaE alaE alaEp
ymdAB-clsC ymdAp
ymdAB-clsC ymdAB-clsC ymdAp
ymdAB ymdAB-clsC ymdAp
ymdAB-clsC ymdBp
ymdB ymdAB-clsC ymdBp
ydbK-ompN ompNp
leuO leuO leuOp3
serW infA-serW serWp1
mlaFEDCB mlaFp2
mdtJI mdtJp
hemB hemBp
purT purT purTp
dgoRKADT dgoRp
yihUTS yihUp1
yihUTS yihUTS yihUp2
xylE xylEp
aroD ydiNB-aroD aroDp
pta ackA-pta ptap
yihUTS yihUTS yihUp3
yihUTS yihUp4
yihUTS yihUp5
yihW yihV-csqR csqRp
clpS clpS clpSp
